annotation_file,panel_index,mean_temperature,temperature_standard_deviation,max_temperature,temperature_range,temperature_skewness,temperature_kurtosis,faulty
20180630_154327,31,147.53851851851852,19.506475601650987,180.0,102.0,-0.6283543035287995,-0.11077970725885322,No
20180630_154327,32,165.57185757185758,11.946698329167402,200.0,75.0,-0.9001162571192789,0.5304416742159619,No
20180630_154327,33,167.70602181128496,11.442430862833882,184.0,59.0,-0.9770852545055986,0.39003053375276364,No
20180630_154327,34,165.80190796857462,10.856503931591908,182.0,58.0,-1.2437972798232915,1.1770214822462552,No
20180630_154327,35,151.53741838272225,13.572192194690098,175.0,78.0,-1.2378345295911692,1.4191833688701498,No
20180630_154327,36,156.11170212765958,17.18626898962112,201.0,116.0,-0.8945384735815672,0.9953681628768192,No
20180630_154327,37,158.89072164948453,9.214198842219778,178.0,48.0,-1.068568853097561,1.1770949288796775,No
20180630_154327,38,146.64728682170542,14.937886440022037,172.0,80.0,-1.399722806690592,1.869220087123547,No
20180630_154327,39,169.0371216447744,10.715749685173671,217.0,101.0,-1.154061014735484,3.1397516316137812,No
20180630_154327,40,167.63131313131314,9.610184830919765,184.0,64.0,-0.6240853973499851,0.29135338118903675,No
20180630_154327,41,171.05916473317865,7.53953097855399,185.0,41.0,-0.7470028064590863,-0.13404911769348882,No
20180630_154327,42,169.74901960784314,6.50894927061647,182.0,31.0,-0.5387249864103699,-0.476463403284455,No
20180630_154327,43,165.4909654104285,10.754118009077546,182.0,75.0,-1.3770955570348447,3.1787119592860424,No
20180630_154327,44,163.62729306487697,12.136408424695741,182.0,83.0,-1.3369984149846812,3.108142416554683,No
20180630_154327,45,170.52757352941177,8.11889888545488,183.0,40.0,-0.7625504030426993,-0.36040178596520267,No
20180630_154327,46,167.3507718696398,8.233592984541563,182.0,43.0,-0.6341086945473629,-0.30030126078726305,No
20180630_154327,47,161.01947798987143,12.394298331330624,179.0,76.0,-1.430228007884346,2.9884664628478266,No
20180630_154327,48,152.7300897770055,16.66197249566592,178.0,103.0,-0.8780096127196902,0.35372321303042353,No
20180630_154327,49,157.83861992209236,14.185141963315877,186.0,84.0,-1.0164256673240362,0.4035276856202774,No
20180630_154327,50,150.5632401705353,14.159631763920668,172.0,71.0,-1.0329505843263231,0.19904111731109264,No
20180630_154327,51,148.07226615762204,17.231542489780225,176.0,103.0,-1.2060066877184494,1.226202364832429,No
20180630_154327,52,145.1584699453552,17.649229842300603,171.0,107.0,-1.4613252951400728,1.9369806705546608,No
20180630_154327,53,146.82598039215685,13.968976300195822,167.0,75.0,-1.2415670117840303,0.771092701644045,No
20180630_154327,54,145.66619519094766,15.04882304556297,169.0,84.0,-1.3442589109446539,0.8934841596474103,No
20180630_154327,55,144.43539115221193,19.42021114722909,172.0,113.0,-1.5037278181032323,1.9981484380690446,No
20180630_154327,56,149.76915945611867,17.69305103822749,178.0,93.0,-1.1939597092645542,0.5767055799494161,No
20180630_154327,57,144.4895783988631,20.389696090027044,168.0,108.0,-1.3680747234051485,1.1975436570368885,No
20180630_154327,58,150.94113245198304,18.35885806792354,175.0,109.0,-1.2189574235097977,0.812560489215433,No
20180630_154327,59,143.89190702884346,17.243769861128403,170.0,99.0,-1.2957497262492952,1.0365090682729932,No
20180630_154327,60,137.0858686380438,16.511755298226827,161.0,95.0,-1.3237962853633563,1.532990858049022,No
20180630_154327,61,151.98351940457204,16.571394187488895,176.0,91.0,-1.2359992737606065,0.7471727211568759,No
20180630_154327,62,150.86789473684212,17.078824093302572,172.0,88.0,-1.2215251719917444,0.5277657176514938,No
20180630_154327,63,158.35763097949885,16.439046795231334,180.0,92.0,-1.2237132396077115,0.9924310032619896,No
20180630_154327,64,141.21794431075972,18.190862201120016,171.0,108.0,-1.476476680356784,2.4195122287176183,No
20180630_154327,65,135.55060840707964,17.57739474568885,160.0,104.0,-1.6294074271675223,3.0422764536704356,No
20180630_154327,66,151.7467018469657,19.03154466375269,178.0,96.0,-0.820626035034168,0.5482698605263123,No
20180630_154327,67,152.06184668989548,23.640330425059556,189.0,124.0,-1.3601548887735362,1.7272541938311416,No
20180630_154327,68,150.16842647437548,23.920159977127714,184.0,120.0,-1.27412128478503,1.1903953206792437,No
20180630_154327,69,170.83139038953652,17.42296105536003,193.0,88.0,-1.2670059989402962,0.6235831063126742,No
20180630_154327,70,169.52252252252254,18.071836903806307,190.0,85.0,-1.3601361629942854,0.8410570005801294,No
20180630_154327,71,150.65540540540542,23.376228767322434,180.0,113.0,-1.5067579312314374,1.8509770355265927,No
20180630_154327,72,151.5938780429019,25.29800541487702,186.0,124.0,-1.3337991762089971,1.2786861240636451,No
20180630_154327,73,169.9663843303335,19.96686462906463,195.0,90.0,-1.3964055594582856,0.9860255232582933,No
20180630_154327,74,171.02918340026773,19.768105550542646,192.0,97.0,-1.5783677407089418,1.6492012503551479,No
20180630_154327,75,151.840573012939,25.126160392819756,186.0,125.0,-1.3022709704714588,0.9289713205667054,No
20180630_154327,76,174.4624262631444,20.78228504019859,201.0,106.0,-1.225728771534454,0.5208812821201092,No
20180630_154327,77,160.63457330415756,23.387120270006342,192.0,127.0,-1.477537166984887,1.6780754059584915,No
20180630_154327,78,157.69270957017335,25.312018062860613,201.0,145.0,-1.4146119329868905,1.4453374894645616,No
20180630_154327,79,178.45446832579185,15.97980793715221,201.0,87.0,-1.4064730000864039,1.2175543063936143,No
20180630_154327,80,178.86125211505922,15.156894604244137,205.0,85.0,-1.2179924466320646,0.679602197258895,No
20180630_154327,81,163.35229357798164,20.078877991497166,189.0,105.0,-1.5590628797234731,2.0036154303348015,No
20180630_154327,82,169.72604625550662,19.103607035551835,202.0,112.0,-1.2429148012082822,1.0357450810520596,No
20180630_154327,83,175.6051282051282,17.281241706671192,202.0,108.0,-1.6718839647287194,2.8224747614437176,No
20180630_154327,84,190.76626916524702,14.283973944058241,213.0,79.0,-1.3507169861774346,1.2959708433633583,No
20180630_154327,85,185.84554575858922,16.63502604722276,208.0,88.0,-1.1686828225008505,0.6228465719601184,No
20180630_154327,86,193.42511013215858,13.854574599123303,213.0,71.0,-1.0974461541796325,0.761574790048194,No
20180630_154509,1,89.1849427168576,13.946830381746587,143.0,81.0,1.3609333013736444,2.666197007750762,Yes
20180630_154509,2,92.19516235917827,12.254292189315327,194.0,131.0,3.7890521560105,24.63774984171135,Yes
20180630_154509,3,93.15724594107036,22.336899733606863,234.0,196.0,4.004870436441523,19.861026523823526,Yes
20180630_154509,4,87.63314536340852,12.660738619345665,173.0,133.0,1.1623894173571032,11.043932364760979,Yes
20180630_154509,5,91.61461273126372,7.0529813966132835,104.0,41.0,-1.0651454079481024,0.8034943676457544,No
20180630_154509,6,94.10237244068898,8.346119048923576,109.0,49.0,-0.923230613838236,0.38443847989885693,No
20180630_154509,7,87.47898620468399,8.814086517669944,102.0,53.0,-0.8438521376887765,0.05756923222825172,No
20180630_154509,8,84.62004850444625,11.022138722039708,99.0,65.0,-1.7058192949091384,3.428013250960893,No
20180630_154509,9,83.95121951219512,9.052213060879449,96.0,51.0,-1.8570264085915777,3.677075142455376,No
20180630_154509,10,85.3765903307888,8.260673593005299,96.0,54.0,-2.0105076772444694,4.777035770571177,No
20180630_154509,11,81.93377483443709,5.6730933388861144,90.0,46.0,-2.815854509907218,11.444781974070894,No
20180630_154509,12,82.17270531400966,5.533527927879203,90.0,31.0,-1.173272852319224,1.2342589583894092,No
20180630_154509,13,75.86567164179104,8.609081498649541,86.0,30.0,-0.7456614497036864,-0.6062093061742839,No
20180630_154509,14,86.36094069529652,5.024234513677253,94.0,29.0,-1.7046733147530553,3.03816702982307,No
20180630_154509,15,84.71727272727273,7.358055067758416,96.0,58.0,-2.010665253091479,5.767217340508106,No
20180630_154509,16,88.26013513513513,4.816557027936046,96.0,20.0,-0.2735960569073174,-1.2499498722461444,No
20180630_154509,17,88.70199501246883,4.96116801165566,96.0,33.0,-1.737649720445597,4.15725980404139,No
20180630_154509,18,97.472191323693,8.419682353075311,107.0,53.0,-2.079412608024045,5.237551466970748,No
20180630_154509,19,93.7353448275862,10.27302925399844,107.0,61.0,-1.6039164990623267,2.864733650455327,No
20180630_154509,20,95.95403653506187,8.128404362704815,106.0,43.0,-1.1594521395740915,0.8982021136537348,No
20180630_154509,21,88.07586512866015,13.987255370702101,108.0,73.0,-1.4340780211742727,1.982505490976279,No
20180630_154509,22,89.22857142857143,2.344946803278079,97.0,16.0,0.09283620493690002,0.8548967225416235,No
20180630_154509,23,94.3074412532637,3.692328081888633,101.0,20.0,-1.2894586195421494,1.5315582344832093,No
20180630_154509,24,92.95552147239263,9.82974000326293,106.0,66.0,-2.63302360111547,8.50172175599095,No
20180630_154509,25,94.78280318091451,11.76543622470853,107.0,69.0,-2.364750464185317,6.4462867226810765,No
20180630_154509,26,98.49320148331273,5.697809590208957,107.0,28.0,-1.0559926774124515,0.3860763761788055,No
20180630_154509,27,93.38424821002387,13.673584452719307,106.0,74.0,-2.3815260069121442,6.053065617091882,No
20180630_154509,28,99.46977547495682,5.3966803167540665,107.0,29.0,-1.2466025830110472,0.8305159728740321,No
20180630_154509,29,100.98014747589336,6.6548616716912745,110.0,35.0,-1.3216251124640168,0.8981178905196474,No
20180630_154509,30,95.23414218816518,12.779080756429892,108.0,73.0,-2.132866445914669,5.249541053256287,No
20180630_154509,31,93.94004893964112,14.778657663898562,109.0,81.0,-2.093410554910387,4.783271482223106,No
20180630_154509,32,100.96882086167801,7.177269689577953,111.0,37.0,-1.2716554809257972,0.7674512216639022,No
20180630_154509,33,100.54545454545455,7.253770186614146,110.0,36.0,-1.3283725604229357,0.6771703889447243,No
20180630_154509,34,94.01583993330554,13.026016838062969,107.0,79.0,-2.228064401109498,5.58020497005289,No
20180630_154509,35,94.5807155322862,12.973763086817378,107.0,74.0,-2.212888909490616,5.666785373021087,No
20180630_154509,36,100.79842342342343,6.824366600380454,110.0,35.0,-1.1679267788961725,0.5644205507206852,No
20180630_154509,37,100.7969512195122,6.081929689968311,108.0,31.0,-1.2888137247835607,0.9447173558047957,No
20180630_154509,38,92.29001798561151,14.020667209248005,107.0,76.0,-2.0306370267246336,4.634334974018476,No
20180630_154509,39,88.61134954697187,12.36957228417613,106.0,77.0,-1.938621649958593,5.399791748850063,No
20180630_154509,40,100.51691729323308,6.20839754048728,109.0,31.0,-1.2082775399783785,0.8327869901025906,No
20180630_154509,41,97.44422827496757,6.712780057735586,107.0,30.0,-0.8782551034118015,-0.02433195227039686,No
20180630_154509,42,86.61654135338345,9.754676383460103,99.0,65.0,-2.717907199945562,8.82047945361441,No
20180630_154509,43,92.84056987788331,5.317053151953039,105.0,28.0,-0.36495924925474155,-0.13652033277478415,No
20180630_154509,44,86.76105717367854,10.751261141948056,97.0,63.0,-2.8545277816303214,8.820827073244503,No
20180630_154509,45,94.32210031347962,5.841333154182389,104.0,33.0,-1.0439105253596614,0.9637013480275667,No
20180630_154509,46,88.78611283323,11.70248061958954,103.0,72.0,-2.3897809323724637,6.985733448371228,No
20180630_154509,47,86.52900069881201,11.818524896426917,97.0,69.0,-2.9976563975759434,9.382542594048846,No
20180630_154509,48,91.11554447215295,4.502602860274145,99.0,26.0,-0.9292908781852303,0.9445074115039898,No
20180630_154509,49,83.93244246473645,11.349834670207645,96.0,66.0,-2.5481034114761427,7.240878876692662,No
20180630_154509,50,85.69646182495345,6.17294560966961,94.0,34.0,-1.3537965109647503,1.982184255254035,No
20180630_154509,51,88.99087924115287,5.807654247527237,99.0,33.0,-1.1098878472427682,1.0886622180287961,No
20180630_154509,52,86.6030866640285,5.652826753607455,96.0,33.0,-1.352672077665933,1.7099203753005847,No
20180630_154509,53,85.66005410279531,5.2749335267974224,94.0,33.0,-1.3411030556491386,1.837034643292487,No
20180630_154509,54,85.09218021750388,4.352156909812102,93.0,24.0,-1.328675355292889,1.7066630138445822,No
20180630_154509,55,81.4753717472119,7.998509814235469,96.0,63.0,-3.16638615202904,12.337520238259176,No
20180630_154509,56,83.97564102564102,6.240192699826382,99.0,59.0,-2.1308896251369838,8.971520940446414,No
20180630_154509,57,84.10057265569077,6.845381513215413,93.0,52.0,-2.666358805443055,10.406788264784558,No
20180630_154509,58,86.1395850175155,8.572949991716746,113.0,71.0,-0.9653208346424794,2.8155051087513607,No
20180630_154509,59,88.40440720049659,7.434423795760494,99.0,45.0,-1.1288743727751238,0.680698634648985,No
20180630_154509,60,88.60005800464037,7.870793171431169,101.0,47.0,-1.2321887418514559,1.0172795386848508,No
20180630_154509,61,87.657340862423,8.588851203910178,107.0,64.0,-1.5200499269061827,3.2973844840599265,No
20180630_154509,62,87.50988467874794,7.890904685630536,99.0,44.0,-1.2820060495364989,0.9556082716149272,No
20180630_154509,63,86.74848704914065,8.163478518153502,105.0,64.0,-1.9382518203910954,4.6217694523219865,No
20180630_154509,64,88.59923481587757,10.147575793686908,108.0,73.0,-1.908519604686513,4.987403291267122,No
20180630_154509,65,88.08581777653943,7.681555059837535,102.0,46.0,-1.048412933222635,0.5599004414675197,No
20180630_154509,66,87.50579333175692,9.497185157067914,102.0,56.0,-1.708686734287267,3.1992240356009525,No
20180630_154509,67,88.38845726970034,7.940437254389988,105.0,50.0,-1.315889134234509,1.2592017681264895,No
20180630_154509,68,89.0559477124183,9.00376140991518,107.0,74.0,-2.3980156724138766,8.640476536168944,No
20180630_154509,69,93.27013251783895,7.452243347024312,107.0,45.0,-0.8725765824483892,0.9032853253092634,No
20180630_154509,70,93.81949458483754,7.381416140604816,105.0,38.0,-1.0443815138310224,0.8615857219871934,No
20180630_154509,71,92.71233725976441,6.962191957701085,107.0,41.0,-1.280346934536176,1.5820596789097694,No
20180630_154509,72,91.31597222222223,2.7526795832637845,98.0,17.0,-0.626378758731479,0.48733266071280656,No
20180630_154509,73,99.42367399741268,6.180473232178145,110.0,40.0,-1.3807376295351552,1.5497235400953935,No
20180630_154509,74,101.01511879049676,6.334018953706526,110.0,37.0,-1.3319580852614141,1.5993940140503398,No
20180630_154509,75,92.8495145631068,7.416962634111576,106.0,44.0,-0.9148095438408747,0.3430861659519122,No
20180630_154509,76,89.47975882859603,6.772741870361968,101.0,39.0,-1.0618075278284111,0.6126619529101989,No
20180630_154509,77,91.84695704057279,7.027530438057196,104.0,42.0,-0.9550135270857139,0.5502995610126153,No
20180630_154509,78,88.03312172232957,7.114574836324497,100.0,49.0,-1.1488960587578518,1.4188685382239887,No
20180630_154509,79,86.63486655309484,6.171927212466098,98.0,45.0,-1.1178881061662076,1.393468804094331,No
20180630_154509,80,86.59279279279279,6.521800517502679,98.0,38.0,-1.2350479110514223,1.6668476779424362,No
20180630_154509,81,84.09803921568627,5.944091047212105,94.0,34.0,-1.1407272296785758,1.1090520712849967,No
20180630_154509,82,81.28977482465855,4.92353966232008,89.0,32.0,-1.8910203949310356,4.8475982679247895,No
20180630_154509,83,83.38910505836576,7.616051422942237,97.0,35.0,-0.5840268338149258,-0.24693255272089676,No
20180630_154509,84,83.72222222222223,4.3208509678557245,95.0,31.0,-1.1911706658656815,2.599116582515733,No
20180630_154509,85,84.00290697674419,4.091136107520918,97.0,24.0,-0.2026378243890887,-0.5310044860400285,No
20180630_154509,86,81.11916666666667,3.6900721725853667,91.0,23.0,-0.5439294166239025,-0.040235060431490055,No
20180630_154509,87,79.46444444444444,2.7664381877991744,84.0,15.0,-1.346075191327994,1.132334820760291,No
20180630_154509,88,80.56791616283756,5.237865042185208,89.0,30.0,-1.3392286753317124,2.315165461817279,No
20180630_154509,89,79.53525641025641,4.756780645955935,86.0,26.0,-1.348476915225238,1.755685375736519,No
20180630_154509,90,78.21369294605809,4.083665880804872,84.0,22.0,-1.501797212294773,2.2964286697850103,No
20180630_154039,1,124.15923344947736,18.80047658890305,179.0,125.0,-1.091939899043027,1.7236983549350962,Yes
20180630_154039,2,126.53010380622837,20.896117095714352,214.0,154.0,0.25965965517182293,1.8924108809066045,Yes
20180630_154039,3,142.66523473458116,11.958065358722626,162.0,70.0,-1.1601595672567937,1.088781494548984,No
20180630_154039,4,129.3684210526316,16.493094332623578,153.0,56.0,-0.39864051560535235,-1.3097489299239669,No
20180630_154039,5,136.6076099881094,13.639947594757256,161.0,68.0,-0.9256433868043044,0.17402335238352284,No
20180630_154039,6,136.15803025426456,11.505101751676627,154.0,61.0,-0.962035664086298,0.4091029927362815,No
20180630_154039,7,122.2684515195369,15.730486142319277,143.0,86.0,-1.171830003154652,1.3449823268817767,No
20180630_154039,8,147.5873180873181,11.375520151259469,165.0,68.0,-1.3063432007871012,1.6026247554851096,No
20180630_154039,9,151.51716644936985,15.390676158447016,176.0,89.0,-1.1733353954925099,1.2604568521682138,No
20180630_154039,10,155.56591639871382,16.117215208883756,179.0,92.0,-1.1595552828076376,1.1572722583204893,No
20180630_154039,11,156.29384965831434,15.43611224570926,178.0,80.0,-0.9295570730283883,0.19119599262087794,No
20180630_154039,12,145.4512195121951,15.672319681650412,168.0,70.0,-0.9272270063237761,-0.1456282104326987,No
20180630_154039,13,156.81506164611795,14.274879882949662,185.0,97.0,-1.1237434592841273,1.5551197473862848,No
20180630_154039,14,158.75848690591658,12.398212663322841,184.0,79.0,-1.7021516881982348,3.699552352313983,No
20180630_154039,15,159.37599293909975,15.122345818327336,182.0,81.0,-1.1421687999940464,0.9489485273116305,No
20180630_154039,16,157.41346415917144,16.42155361006557,196.0,120.0,-1.2011159761227583,2.311052682692182,No
20180630_154039,17,152.4591242723361,16.591852957197794,187.0,110.0,-1.311690708617928,2.1847296590967282,No
20180630_154039,18,157.0697476609016,14.698721295858345,177.0,79.0,-1.3355409650238215,1.4419935846790821,No
20180630_154039,19,152.46060154113846,14.06300853777561,179.0,92.0,-1.3193559046957835,1.7224251248904698,No
20180630_154039,20,154.29350506988217,15.174915622381043,175.0,85.0,-1.5613900304772192,1.9174111438023074,No
20180630_154039,21,155.11332112012562,17.044685731533082,182.0,92.0,-1.4012871948805294,1.319926053305136,No
20180630_154039,22,152.39767882520133,15.897359204176777,181.0,102.0,-0.9803416965107148,0.8396414887653814,No
20180630_154039,23,145.42399267399267,18.588423260100615,181.0,104.0,-1.0922097896565892,0.6612314876196916,No
20180630_154039,24,154.11096807415035,17.251331481621502,192.0,102.0,-1.3047209838719809,1.1770066525593696,No
20180630_154039,25,150.10450669914738,18.13804264905987,181.0,108.0,-1.2543507904124043,1.4998497263649337,No
20180630_154039,26,144.07456463085603,18.3473378336103,173.0,115.0,-1.471194152067978,2.587316739956531,No
20180630_154039,27,154.81193633952256,17.828505643826926,178.0,95.0,-1.3842102254251667,1.587795584357715,No
20180630_154039,28,150.93549287908405,16.49960099417763,175.0,92.0,-1.6431814702107237,2.646265630708646,No
20180630_154039,29,144.70101302460202,14.972257475366169,173.0,95.0,-1.6541213475124614,2.7472023064408484,No
20180630_154039,30,136.84822335025382,17.63236552769931,163.0,110.0,-1.657891268418636,3.2954753580088534,No
20180630_154039,31,136.52040245947455,16.276803243201762,166.0,93.0,-1.0543569011085585,1.0329954290098184,No
20180630_154039,32,132.3483870967742,14.136083504477037,162.0,99.0,-1.357564280001268,2.914868447739491,No
20180630_154039,33,138.8472641826116,12.689854024660798,159.0,69.0,-1.3289591687965243,1.2408909673651163,No
20180630_154039,34,143.3757405675086,13.846751704898072,169.0,88.0,-1.402842840051072,1.6711831254175022,No
20180630_154039,35,126.2248452012384,13.476909000747442,147.0,76.0,-0.9715389402188687,0.6076668327545058,No
20180630_154519,1,104.41137855579869,14.975463743763342,233.0,186.0,4.264846152911506,32.02329951069855,Yes
20180630_154519,2,104.27424094025466,15.780314561375311,235.0,176.0,4.1923291585942,29.387780445538176,Yes
20180630_154519,3,102.30771276595745,7.605900850476808,145.0,75.0,-0.028083312768148655,5.241175820419681,Yes
20180630_154519,4,99.59045419553503,9.617743589942865,112.0,53.0,-1.2782806079792306,0.8591504665746363,No
20180630_154519,5,99.07557715674362,8.026255450098986,123.0,53.0,-0.9953993814128536,0.3931461618848684,No
20180630_154519,6,101.16527584608252,9.163471331501034,119.0,62.0,-1.5522820885066424,2.375206773138622,No
20180630_154519,7,101.16462765957446,10.132409233871241,113.0,57.0,-1.9907903927935744,3.6745056442635615,No
20180630_154519,8,106.59896729776248,5.196741892776221,116.0,39.0,-2.171335625667512,6.982300804125094,No
20180630_154519,9,105.568,6.551135474099127,113.0,45.0,-2.461255168127961,7.841189694607474,No
20180630_154519,10,104.33889161353605,6.906963381688197,113.0,43.0,-2.2169760585980622,6.106329027491292,No
20180630_154519,11,104.59820984584783,6.891261467420502,113.0,41.0,-1.717946282012193,3.040506301863365,No
20180630_154519,12,102.22798165137614,7.370960038527654,111.0,39.0,-1.5080374764711164,1.7631162179469309,No
20180630_154519,13,92.54982363315696,10.920333806486193,107.0,54.0,-0.6756609257420059,-0.30297952754572144,No
20180630_154519,14,99.40989690721649,8.871745082795952,110.0,53.0,-1.7932220537591144,3.021512089060881,No
20180630_154519,15,100.54447022428461,7.947755400277009,110.0,49.0,-1.8612406100995669,3.760567821798702,No
20180630_154519,16,98.72208695652174,7.714761626191719,107.0,41.0,-1.531251014863438,1.923923121830513,No
20180630_154519,17,97.22244691607685,6.313332574423575,106.0,39.0,-1.272501553639259,1.2040318553771936,No
20180630_154519,18,95.07539936102236,6.65455729765183,106.0,48.0,-1.264970383864078,1.9041334815630018,No
20180630_154519,19,92.28769841269842,7.650813975718902,110.0,53.0,-1.263683300691559,1.5687263085242353,No
20180630_154519,20,91.846408839779,7.1762076835072115,105.0,42.0,-1.3019365854937919,1.7042313906904258,No
20180630_154519,21,83.18666666666667,8.046023172281377,105.0,38.0,0.3716861175373907,-0.17012146671237627,No
20180630_154519,22,90.1341059602649,8.25545549274817,110.0,46.0,-0.7864830776508654,0.47978929702366413,No
20180630_154519,23,88.73520249221184,5.5655703059284605,103.0,37.0,-0.8663323492991867,1.231434885742014,No
20180630_154519,24,90.37219377707758,6.728671520701694,106.0,44.0,-1.2555114883162346,1.6384101034962901,No
20180630_154519,25,90.30696202531645,3.526223947464462,97.0,21.0,-0.6501837689427581,0.5465118858234388,No
20180630_154519,26,90.08180147058823,5.870204525096925,99.0,35.0,-1.9406049860603871,4.075611096679957,No
20180630_154519,27,96.20731707317073,5.878314435855033,106.0,28.0,-0.8912079903587194,1.1465594403528305,No
20180630_154519,28,97.83342465753425,6.530323833288146,107.0,49.0,-2.492012655838229,8.21816990651509,No
20180630_154519,29,97.06973120373978,8.904517049547163,113.0,59.0,-1.7359951669313396,3.53506145822808,No
20180630_154519,30,102.41312056737588,7.141396513481692,111.0,38.0,-2.003341363698147,4.201176615345976,No
20180630_154519,31,101.06893106893106,7.221778843649062,110.0,38.0,-1.9480940855310904,3.751823679771026,No
20180630_154519,32,103.9560853199498,6.315369611728643,110.0,36.0,-2.552220180865209,7.205724685332477,No
20180630_154519,33,101.87316686484344,6.89664980955393,113.0,41.0,-1.9400409361201991,3.901789936917371,No
20180630_154519,34,97.42446292446293,8.875965056751905,123.0,59.0,-0.8648276811279981,1.0615945805471938,No
20180630_154519,35,94.50571236559139,9.158694655844078,114.0,74.0,-2.0161960059128092,6.367821963924516,No
20180630_154519,36,101.43286867204695,6.7460271987750025,113.0,41.0,-2.140433492878384,4.982971540508191,No
20180630_154519,37,102.06864686468647,7.825061740224913,115.0,46.0,-2.0833884683875743,4.266051087738728,No
20180630_154519,38,96.25982855453739,8.88353072543442,110.0,61.0,-1.7409965930317555,3.9984348180830196,No
20180630_154519,39,97.26187281996243,8.810566565839324,113.0,61.0,-1.7684044815386695,3.543608819167156,No
20180630_154519,40,100.27591463414635,7.933398397852847,109.0,40.0,-1.9476361968369225,3.178033831055399,No
20180630_154519,41,100.95453434368125,9.316976346933021,116.0,68.0,-1.5852858419964684,2.6286424649533675,No
20180630_154519,42,101.8541725203709,8.994008738206613,123.0,54.0,-1.495492794016387,1.5961934781115268,No
20180630_154519,43,104.38127544097694,9.055914175183212,118.0,51.0,-1.869803365152622,2.8241904868142873,No
20180630_154519,44,102.2393961179008,7.889754437537549,124.0,57.0,-1.4470915752059204,1.85049720437057,No
20180630_154519,45,103.24687416866188,7.714389921262149,119.0,47.0,-1.8597730464638849,2.9181764065960136,No
20180630_154519,46,103.86380798274003,7.656990922474823,126.0,52.0,-1.5178549233535468,1.7311889225289399,No
20180630_154519,47,102.97185576077396,6.83609031525401,121.0,46.0,-1.580196778656485,2.4021254778267194,No
20180630_154519,48,103.94499839176584,6.999048658530296,119.0,44.0,-1.8863417842599808,3.8916094342249945,No
